customer_tweet_id,customer_text,golden_intent,predicted_intent,decision,reason,reply,correct,evaluation_error
183721,@119625 Hey prime video team is there any option to change aspect ratio from 4:3 to 16:9. I am watching doreamon.,prime_video_digital,prime_video_digital,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,We don’t have an option to change the aspect ratio of Prime Video content. Thank you for your understanding.,True,
324458,@AmazonHelp PLEASE HELP. my account has been hacked. i’ve sent a dm about all the info,account_prime,account_prime,ESCALATE,High-risk intent: account_prime requires human handling.,I’m sorry to hear that your account has been compromised. Please secure your account by following the steps in this link: https://t.co/jzvkhdlrK5. This will help us verify your identity and restore access safely.,True,
185811,@115850 Today my iPhone should have been delivered but till it isn't delivered. Kindly deliver it. https://t.co/ZMRbtoM6z0,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry your iPhone hasn’t arrived yet. Please check the tracking link in your order confirmation. If it still shows pending, let me know the order number and I’ll look into it.",True,
326385,"@AmazonHelp so if it says dispatched on the 13th, which is my birthday by the way, will i be charged on my birthday ?",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"You’ll be charged when the item actually ships, not on the dispatch date. The payment goes through once the item is being prepared for shipment.",True,
59520,@115850 When will iPhone X will be back in stock?,product_seller,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"We don’t have a specific restock date for the iPhone X at the moment. You can click the ""Email Me"" button on the product page to receive a notification as soon as it becomes available.",True,
125334,"@116875 Hola amazon, necesito saber que pasó con un pedido que me tenía que llegar hoy, mi código de rastreo no sirve",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hola, lamento que tu pedido no haya llegado hoy y que el código de rastreo no funcione. Por favor, revisa la sección ""Mis pedidos"" en la app o sitio web para ver el estado actualizado. Si el seguimiento sigue sin funcionar, puedes contactar al servicio de atención al cliente para que te ayuden a localizar tu paquete.",True,
24959,"@AmazonHelp I will not do that, m fed up of doing thst and you people keep repeating same, now just refund my money",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"I understand your frustration. To process a refund, please contact our support team through your Amazon account and provide the order number. They will assist you promptly.",True,
297379,"@AmazonHelp @115850 
If you could kindly make a note https://t.co/qXysA4JMH2",general_other,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,Thank you for reaching out. We’ve noted your request and will take the appropriate steps to address it.,False,
18721,"@AmazonHelp Seems like it's a random issue, checked just now mike and molly episodes are back",prime_video_digital,prime_video_digital,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Great to hear that the Mike and Molly episodes are back! Enjoy your streaming.,True,
197381,Oi @117086 tenho interesse rs!,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Olá! Que bom que você tem interesse. Em que posso ajudar?,True,
95432,@AmazonHelp Grazie!,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Grazie a te! Se hai altre domande, siamo qui per aiutarti.",True,
63981,hola @116928 no se nada de mi pedido  403-3195704-8493158. 😅Me pueden ayudar? Gracias¡,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"¡Hola! Lamentamos que no tengas información sobre tu pedido. Por favor, revisa el estado de tu envío en la sección ""Mis pedidos"" de tu cuenta. Si el pedido sigue sin actualizarse, puedes usar el número de seguimiento que aparece allí o contactarnos a través de la opción de chat en la app. ¡Estamos aquí para ayudarte!",True,
316531,@115850 worst customer care support from your site ..I didnt expect this from brand name of yours,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I'm sorry to hear about your experience. Could you please share more details about the issue so we can help resolve it?,True,
71935,"@AmazonHelp Good morning, do you have any information about when will Intel Core i5 8400 CPU be available to buy? Thanks!",product_seller,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hi! Availability information for the Intel Core i5‑8400 can be found on the product detail page. Please check the Amazon site you’re using for the most up‑to‑date availability. If you need further help, let us know!",True,
274860,@AmazonHelp 楽しみ過ぎて待てないです,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,お楽しみいただけてうれしいです！ご注文の進捗は、追跡番号でご確認いただけます。ご不明点があればいつでもご連絡ください。,True,
126365,@AmazonHelp anyone here for some quick chat,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Hello! How can I help you today?,True,
107236,"Today I had an @115830  delivery driver break into my locked garage to deliver my parcel... Points for determination, but negative points for breaking and entering.
#whatweretheythinking",delivery_missing,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m really sorry to hear about this. We take incidents like this very seriously and will investigate. Please contact us via chat or phone so we can gather more details and resolve the issue.,False,
128720,"@115850 when you can't facilitate what has been committed, then what is the use of Amazon prime membership.",complaint_service,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I’m sorry to hear that your Prime delivery didn’t meet expectations. Could you please share your order number so we can look into this for you?,False,
69633,@AmazonHelp Why are you still showing it as available next day?,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Could you please check the delivery date shown at checkout? If it still shows next day, let us know and we’ll look into it.",True,
170997,I ordered it this morning to arrive tomorrow. Get your shit together @115821 https://t.co/2S0otUQnXj,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I’m sorry your order isn’t arriving as expected. Could you please share your order number so we can check the status?,True,
278847,"@AmazonHelp Yes.. 2 have been returned fine(collection) One is still awaiting return.
I'm tweeting to complain about how we've been treated.",return_cancellation,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re experiencing this. I’ll look into the status of your return and get back to you as soon as possible.,False,
328716,@115850 hey guys how can I change the default Kindle device ? I have a couple of devices in my account and it annoying each and every time to change the device. I want to set one I use more frequently as a default one to send the sample or purchased books directly,technical_device,technical_device,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"You can set a default Kindle device in your Amazon account. Go to ""Manage Your Content and Devices,"" select the device you use most often, and click ""Set as Default."" If you need more help, visit https://www.amazon.com/gp/help/customer/display.html?nodeId=201909000",True,
5127,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"I’m sorry your order hasn’t shipped. Please go to your order details page and request a refund, or contact us through the help center for assistance.",True,
280200,"Amazonでスーファミミニを予約して楽しみに待ってたのに、突然配送が戻されて、勝手に注文がキャンセルされてる！怒り爆発で電話したら、『至急担当からメールさせます』と言ったきり連絡もなく。
こちらに不備はないのに何故？もう怒りと悲しみで倒れそう(；ω；)",return_cancellation,order_preorder,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,この度はご予約いただいたスーファミミニの配送が戻され、注文がキャンセルされてしまい、ご不便とご不安をおかけしております。現在、状況を確認中です。ご注文番号はお手元にあるかと思いますが、調査のために確認させていただきます。ご迷惑をおかけし申し訳ございません。,False,
313444,@AmazonHelp Yes. I tried. 4-5 times. Each time told a different reason. It's been more than 2 wks that I ordered the product.,delivery_missing,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m really sorry for the frustration you’ve experienced. Please share your order number and a brief description of the issue through this link: https://t.co/GIJyeYqKE0 so we can investigate and resolve it for you.,False,
226085,"@AmazonHelp Okay, kann ich den Artikel denn jederzeit stornieren? 
Weil es ja kein garantierten Termin gibt? 
Wann wird das Geld abgebucht?",return_cancellation,return_cancellation,ESCALATE,High-risk intent: return_cancellation requires human handling.,"Sie können die Bestellung stornieren, solange der Artikel noch nicht versendet wurde. Die Abbuchung erfolgt erst, wenn der Artikel versendet wird.",True,
142958,"Feel good having done most of my shopping early, but if Rafael van der Vaart is going cheap on Amazon at 10.30 tonight I'll be on it like Sonic.",general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Sounds exciting! Let us know if you need any help finding the deal.,True,
130873,アマゾンからお届けものきたぞー https://t.co/hGb3AsgQqs,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,お届けが無事に届いたようで安心しました！ご利用いただきありがとうございます。,True,
140935,"@AmazonHelp Your delivery service has lost my parcel, but are saying it has been delivered. It can't possibly have been as no one was home. What exactly am I supposed to do now?",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry you haven’t received your package. Please check your tracking information and see if the parcel was left with a neighbor or at a local delivery hub. If you still can’t locate it, you can file a claim through the order details page on Amazon. Let me know if you need help with that.",True,
66204,"@AmazonHelp I’m afraid I need to retract that?!  After numerous emails &amp; phone calls, still not sorted! The words were great, just not the actions to follow it up 😩😩😩",complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re still experiencing this issue. I’ve escalated your case to our dedicated team and they will follow up with you shortly.,True,
77628,"@4586 genau so schnell wie @116316 #Prime, trotz Vorkasse #respekt  #primefailed https://t.co/xpGShy0Wlq",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Es tut uns leid, dass Ihre Prime-Bestellung nicht wie erwartet angekommen ist. Wir prüfen den Status Ihrer Lieferung und melden uns so schnell wie möglich bei Ihnen.",True,
274254,@AmazonHelp Your system doesn't allow me to request a call back via a switchboard and extension number,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,"I’m sorry you’re having trouble with the callback request. Please use the secure link we shared earlier to submit your callback details, and we’ll get back to you as soon as possible.",True,
250682,"@AmazonHelp Ya solicité mi devolución 
Muchas gracias",return_cancellation,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"Gracias por contactarnos. Para verificar el estado de su reembolso, puede revisar la sección de Pedidos en su cuenta de Amazon. Si necesita más ayuda, no dude en preguntar.",False,
132372,@AmazonHelp I ordered item Order # 026-9925496-9968316 on the 17th Nov via Prime. It has still not arrived. Any ideas where it is??? Not happy!,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry your order hasn’t arrived yet. Please check the tracking information here: https://t.co/aaDyEz1VgE. If you need further help, let me know.",True,
166506,@AmazonHelp Hey. Yes it is up to date. Same with the app which needed a download then an instant update. It’s just stuck on that loop. All other apps work. I looked at that link before and checked against it. Any other ideas? Have you had issues with the PS3 app at all?,technical_device,technical_device,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"It sounds like the PS3 app is stuck in a loop. A quick fix is to uninstall the app, then reinstall it from the Amazon Appstore. If that doesn’t resolve the issue, try clearing the app’s cache or resetting the device’s network settings. If the problem persists, you can find additional troubleshooting steps here: https://www.amazon.com/gp/help/customer/display.html?nodeId=201909000",True,
282181,@AmazonHelp @AmazonHelp @115850 ur team not giving me proper response abt my product if u r not able do this plz closed your shop not go to home...,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re experiencing this. Please share your order number so we can investigate the issue and get back to you as soon as possible.,True,
120164,"@AmazonHelp AMZL US?

And says it was out for delivery but status says it's lost.",delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6019, Requested 2962. Please try again in 7.3575s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
10631,"el soporte al cliente de @115821 es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P",general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"¡Muchas gracias por tu comentario tan positivo! Nos alegra saber que has tenido una buena experiencia con nuestro soporte. Si necesitas algo más, estamos aquí para ayudarte.",True,
180119,@AmazonHelp Any updates ?,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,We've sent an email with the latest updates. Please check your inbox or click the link for more details.,True,
322017,@AmazonHelp Filled the form,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Thank you for letting us know. We have received your form and will review it shortly.,True,
317502,@AmazonHelp Sold by Poundmax,product_seller,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Thanks for reaching out! Could you let us know if the item was shipped by Amazon or by the seller, Poundmax? This will help us provide the most accurate information.",True,
132530,"@AmazonHelp Thanks for getting back :) there is a vicious rumour that it will be back later, if (a big If, I know) it is, the current product page says it won't ship to Northern Ireland. Would there be any way around this?",product_seller,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199104, Requested 1575. Please try again in 4m53.328s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
265005,l refuse to order through amazon until they stop using their shitty yellow envelopes as literally my past 5 orders have come damaged.,delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199103, Requested 3044. Please try again in 15m27.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
256688,@115850 when will I get cash back and how ?,refund_payment,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199103, Requested 1898. Please try again in 7m12.432s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
172285,Super #kawaii #kitty #phonecase from #Amazon @115821 https://t.co/bz7WFVG0te,general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199102, Requested 2976. Please try again in 14m57.696s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
67427,@11__credit_card__ could you please provide me whose delivering this and his number cause I gotta leave my house soon,delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199102, Requested 3038. Please try again in 15m24.479999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
295380,Ordered a Disney jigsaw puzzle from @115830 as a present for my mum’s birthday and it comes like this! Good job it wasn’t a surprise 😡😡😡 https://t.co/bdDdjp0FIy,general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199101, Requested 3117. Please try again in 15m58.175999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
21852,@AmazonHelp I attached the snapshot of that,general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199101, Requested 1439. Please try again in 3m53.28s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
44711,"@AmazonHelp Por un vendedor externo , SuperStore2014 se llama.",product_seller,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199100, Requested 1868. Please try again in 6m58.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
210485,"Anyone ever order something from @115821 and for some reason gets delivered to freaking New Brunswick, NJ... but you live in SoCal?? 🤦🏻‍♀️",delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199100, Requested 3072. Please try again in 15m38.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
74314,@AmazonHelp And then it turns up at 20:30. FFS!,delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199099, Requested 1456. Please try again in 3m59.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
134924,"@AmazonHelp I have another parcel being delivered today, but this one (the only one I actually care about selfishly), seems to be in the ether.",delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199099, Requested 2992. Please try again in 15m3.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
266859,@AmazonHelp my package says delivery but there is nothing at my door! How do I report it??,delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199098, Requested 1931. Please try again in 7m24.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
156663,"@AmazonHelp Yes they did, but the products haven't come",delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199098, Requested 2937. Please try again in 14m39.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
224842,@AmazonHelp It's on Amazon.in but transaction has been made on .uk,refund_payment,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199097, Requested 1940. Please try again in 7m27.984s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
336150,@AmazonHelp Xbox one nba 2k18,general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199097, Requested 1797. Please try again in 6m26.208s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
197961,"@AmazonHelp @115851 was told someone from mobile will give a visit, but no one care. Issue still not resolved. Please initiate return",return_cancellation,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199096, Requested 3023. Please try again in 15m15.408s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
223937,"@AmazonHelp @115850 I demand compensation as your representative kept making false statements. As you old, I have removed the order no from screenshot https://t.co/SWww7Fe0JW",complaint_service,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199096, Requested 3017. Please try again in 15m12.816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
336546,@AmazonHelp thank you for your help tonight 👍🏼 https://t.co/ErHQ6afOPI,general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199095, Requested 1395. Please try again in 3m31.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
91244,"Amazon Selling Fake Bose Speakers in India #Not offering Replacement #Fake Discount @AmazonHelp @ Amazon Scam in India #Poor CX #@5340 @131283 @132458 @132460 @119341 @115851 @121927 @135788 @5341 
@135789 @135788 @5342 @1755",product_seller,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199095, Requested 3198. Please try again in 16m30.575999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
205194,プラネテスがAmazonプライムに追加されてる。DVD持ってるけど見るか。,prime_video_digital,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199094, Requested 2053. Please try again in 8m15.503999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
64202,"@AmazonHelp The form/link I was sent was my details for somebody to call me back, I’ve never given my email. Is there a number for a call centre in England I can ring? Or can you arrange for somebody to call me.",complaint_service,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199094, Requested 1996. Please try again in 7m50.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
170919,"@116875 buenas tardes Necesito ponerme en Contacto con algun especialista de cuenta, tuve un problema con la mia y por correo me atiende un bot y esto no me brinda la atención que necesito. agradeceria su ayuda.",account_prime,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199093, Requested 2036. Please try again in 8m7.728s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
207605,"@AmazonHelp ¡Bandas sonoras! Pero de alguien en particular, ¡adivinen!",general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199093, Requested 2910. Please try again in 14m25.295999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
331259,@AmazonHelp Je suis le seul a savoir que j’ai commander quelques chose🤔 et la personne du relais colis vérifie bien la carte d’identité,delivery_missing,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199092, Requested 1509. Please try again in 4m19.632s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
130812,"@115850 hello good people of Amazon, my bf ordered a Polaroid camera but ended up paying 5k for a micro-usb cable? https://t.co/va6JAlwpAL",product_seller,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199092, Requested 1639. Please try again in 5m15.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
127434,"O pedido que fiz às 18h de ontem na @117086 já consta como enviado e com código de rastreio! Excelentes descontos e frete grátis! Isso é que é eficiência na Black Friday, viu?! 🤘🏻👏🏻👏🏻👏🏻👏🏻🙏🏻🙌🏻",general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199091, Requested 2037. Please try again in 8m7.296s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
315503,@115850 @AmazonHelp Success! Found the 'bug'. Pantry not accepting more than 10  per order! (Any rewards for finding bug 😂😂),general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199091, Requested 2995. Please try again in 15m1.152s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
338561,@AmazonHelp Can we speak Spanish please?,general_other,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199090, Requested 1804. Please try again in 6m26.208s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
