customer_tweet_id,customer_text,customer_time,amazon_tweet_id,amazon_reply,amazon_time
109864,@AmazonHelp @115850 Trying reaching amazon customer care since last 3 weeks regarding order 408-3616751-7832318. Tried through email and call but no response. Tried in app help but no relevant option. @115851 #amazon #unhappy #fraud,Mon Nov 27 12:42:00 +0000 2017,109865,"@140392 Apologies, Dheeraj. We'd like to have a closer look at this. Kindly drop in your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you. Please don't provide your order details as we consider it personal information.Our twitter page is visible to public.^NK",Mon Nov 27 12:52:38 +0000 2017
109866,@AmazonHelp I already have given my details on the shared link. It is going to be now around 30 days since i am trying to reach amazon customer care. @115851 @amazonhelp #unhappy #poorservice #amazon #retail #ecommerce,Wed Nov 29 12:07:20 +0000 2017,109867,@140392 Thanks a bunch for sharing your details with us. We shall reach out at the earliest to make things right. We value your time. ^CB,Wed Nov 29 12:20:29 +0000 2017
109868,@AmazonHelp 30 days since i raised an issue but no one contacted yet from amazon. @115851 @amazonhelp #unhappy #poorservice #amazon #retail,Fri Dec 01 01:25:38 +0000 2017,109869,"@140392 I have checked on my resource and can see that we have not received your details yet, Dheeraj. Kindly share your details using the link provided earlier and we'll contact you shortly. ^MP",Fri Dec 01 01:49:28 +0000 2017
109872,@AmazonHelp Da sitzen wirklich mit die tollsten Menschen! :),Thu Nov 23 19:52:34 +0000 2017,109870,@131789 Jetzt sind wir aber an der Reihe rot zu werden &lt;3 Du bist sooo lieb! ^SK,Thu Nov 23 20:05:00 +0000 2017
109871,@AmazonHelp Einigen wir uns auf unentschieden! :D &lt;3,Thu Nov 23 20:48:29 +0000 2017,109873,@131789 Deal! 🙃 ^MI,Thu Nov 23 21:08:00 +0000 2017
109876,@AmazonHelp before sending checked with live chat I'd get a full refund. They said yes. I returned. Now you're saying the credits lost,Thu Nov 23 19:46:29 +0000 2017,109874,@140394 I'm sorry to hear we've let you down like this! I'd like a member of my team to look into this with you further: https://t.co/gbpERXx3MO Thank you! ^ML,Thu Nov 23 20:04:28 +0000 2017
109875,@AmazonHelp top service. Common sense prevailed. You need to give some lessons to your live chat and call centre teams 👏👏👏👏,Sat Nov 25 10:14:58 +0000 2017,109877,@140394 Thank you for the feedback. Let us know if there's anything else we can help you with. ^MI,Sat Nov 25 10:20:28 +0000 2017
109880,@AmazonHelp does this make any sense.. You messed up an order and credited my account £30. I spent it but the order was too small so I,Thu Nov 23 19:14:32 +0000 2017,109879,"@140394 I am sorry you are frustrated! Let make sure I understand, you returned an order and we credited you for that order? Am I understanding you? ^DJ",Thu Nov 23 19:18:26 +0000 2017
109883,@AmazonHelp I’m getting no where with emailing customer service. This is beyond a joke.  Thanks amazon for stealing $100 from me. Can’t even tell me what’s happend because of confidentiality reasons. Never buying e-gift cards again. What a joke,Thu Nov 23 20:00:00 +0000 2017,109881,"@140395 I'm so sorry to hear you've had a poor experience with us, Matt! We are here to help. While being in contact with us, what options have been provided to you? ^HM",Thu Nov 23 20:04:28 +0000 2017
109887,@115830 does this class as being delivered to my house?! Shocking! https://t.co/Q8rNlpSFdv,Thu Nov 23 20:00:33 +0000 2017,109885,"@140396 I'm so sorry for any trouble! Do you have a safe place for your deliveries set up? If not, you can select one to prevent this from happening in the future: https://t.co/janYw9SSTh ^BL",Thu Nov 23 20:04:00 +0000 2017
109886,"@AmazonHelp No I don’t as there isn’t a safe place to leave it, outside my house for anyone to steal definitely isn’t a safe place!",Sat Nov 25 13:25:15 +0000 2017,109888,"@140396 I understand your concern, Gemma. You can also nominate a neighbor to take a parcel on your behalf if you're at not home for delivery https://t.co/d3eRM7u7cG.^CN",Sat Nov 25 13:30:29 +0000 2017
109889,@AmazonHelp I am aware of that thank you. I just think you need to sort out your delivery drivers!,Sat Nov 25 15:12:21 +0000 2017,109890,"@140396 We're always looking for ways to improve! If you'd like, you can leave your feedback with us via e-mail here: https://t.co/JzP7hlA23B ^KP",Sat Nov 25 15:15:01 +0000 2017
109892,@117804 Posso cancelar depois dos 3 meses? rs,Thu Nov 23 19:47:51 +0000 2017,109891,"@140397 Olá Lucas, pode cancelar sim 🙂, pode contatar conosco através deste link: https://t.co/qGpkDwGRhX . ^MB",Thu Nov 23 20:04:00 +0000 2017
109896,@AmazonHelp Mais dès ce soir minuit c’est le black friday qui commence c’est ca ?,Thu Nov 23 19:45:53 +0000 2017,109894,"@140398 La Black Friday c'est une semaine sur Amazon.fr, c'est déjà commencé et ça continue jusqu'à demain soir.",Thu Nov 23 20:03:28 +0000 2017
109895,@AmazonHelp Ah d’accord. Cela a changé non ? Car le vendredi du black friday il y avait beaucoup plus d’offres interessantes sur les DvD que pendant la semaine l’an passé !,Thu Nov 23 20:06:17 +0000 2017,109897,"@140398 Pour cette année, l'événement dure une semaine ""La Black Friday Week"" pour davantage de promos ! ^KD",Thu Nov 23 20:13:32 +0000 2017
109900,Est ce que quelqu'un sait si le black friday @120533 a déjà commencé ou si ca commence vraiment demain ? #BlackFriday,Thu Nov 23 18:13:46 +0000 2017,109899,"@140398 Bonjour Brice, la Black Friday Week c'est maintenant et jusqu'au vendredi 24 novembre 2017. Profitez-en 😋 ^KD",Thu Nov 23 18:29:55 +0000 2017
109903,"@115830 we pay for prime to have a good service and it gets lost, damaged or delayed :/",Thu Nov 23 19:56:12 +0000 2017,109901,"@140377 I'm terribly sorry to hear you don't have your parcel! We'd like to help with this! Have you had the opportunity to speak to us? If not, please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can help. ^TK",Thu Nov 23 20:03:00 +0000 2017
109909,@AmazonHelp So you're ignoring the fact that you've not refunded the delivery cost? 🤦,Thu Nov 23 19:56:06 +0000 2017,109907,@140399 We'd be happy to look into all options with you. Please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC,Thu Nov 23 20:02:28 +0000 2017
109911,"@AmazonHelp I had taken a paid day off today to receive the delivery which never arrived and now you need me to take another day off, and have the cheek to charge me for the delays you've caused. To say I'm frustrated is an understatement!",Thu Nov 23 19:40:57 +0000 2017,109910,@140399 Thank you for clarifying. You can check the status and find more information about your refund here: https://t.co/qLyYhAej2E I am so sorry for the trouble. Please keep us updated on the arrival!! ^SC,Thu Nov 23 19:55:31 +0000 2017
109914,"@AmazonHelp I cannot understand why your staff would think that they are helping me by cancelling my order repeatedly and charging me for the delivery and order multiple times, and behaving like I should be thankful for being robbed! You have my TV, you could deliver it tomorrow but no.",Thu Nov 23 18:57:21 +0000 2017,109913,"@140399 I understand the frustration! Have you received e-mail confirmation of the due refunds? We want to ensure your T.V. arrives, have we provided a new delivery date? ^CS",Thu Nov 23 19:03:54 +0000 2017
109917,@AmazonHelp @115830 Making money off it. This #BlackFriday reconsider if whether the offer on @115830  is really worth the risk of them hoarding your money and not providing the goods. #poorservice #poorcustomerservice #scammers (/2),Thu Nov 23 18:07:13 +0000 2017,109916,"@140399 I apologize for the trouble with your recent order! We're more than happy to help if we can! When you spoke to us, what information or options were we able to provide. In addition, please see some tips here that may help: https://t.co/TXclgUwW84 ^CS",Thu Nov 23 18:12:00 +0000 2017
109920,@AmazonHelp I received it yesterday 😊,Thu Nov 23 19:56:08 +0000 2017,109919,@140400 Thanks for letting us know! We are happy to hear you received your order! 😁,Thu Nov 23 20:02:28 +0000 2017
109922,"I’m pleased to say that @115821 made up for my packages not arriving on time and for that, I’m thankful. 😊",Wed Nov 22 17:06:10 +0000 2017,109921,@140400 Glad to hear we made up for the delay. Did they advise on when you will receive your order? ^MI,Wed Nov 22 17:10:25 +0000 2017
109925,Bonjour @AmazonHelp encore une commande livrée par @120534 qui arrive en retard. À quoi ça sert de payer un abonnement prime si les livraisons sont tjrs aussi aléatoire s ?,Thu Nov 23 19:53:25 +0000 2017,109923,"@140401 Bonsoir, désolé d'apprendre cela. Que mentionne le suivi de votre colis ? ^KD",Thu Nov 23 20:02:00 +0000 2017
109924,@AmazonHelp  https://t.co/a9xy6d4Ucq,Thu Nov 23 20:06:30 +0000 2017,109926,@140401 Merci de nous joindra via https://t.co/hgIrz98cdI afin d'avoir plus d'informations concernant cette livraison ^KD,Thu Nov 23 20:14:33 +0000 2017
109929,@AmazonHelp Team may i know the reason. Y u guys were cancelled my order,Thu Nov 23 19:48:40 +0000 2017,109927,"@140402 As informed earlier, you must've received an email with the reason for cancellation. Please check that and revert for further updates. ^MK",Thu Nov 23 20:01:27 +0000 2017
109928,@AmazonHelp I think u guys have less knowledge... Please read ... u guys not even mentioned reason of the cancellation... dont worry c u in the consumer court... i placed an order 1st week of nov... https://t.co/7CaLq3cqxb,Thu Nov 23 20:07:05 +0000 2017,109930,"@140402 I’m extremely sorry about this experience, Chirag. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll get this checked.  Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",Thu Nov 23 20:16:00 +0000 2017
109932,@AmazonHelp Y i cant share my details. I think now evrybody should know that u guys are doing ur job.N ur cust service is vry pathetic. How come  u can say directly to anyone that not yo share details. Its my right to share if i m.not getting resolution. This is 2nd time happneing with me.,Fri Nov 24 13:09:31 +0000 2017,109933,"@140402 It was never our intention to hurt your sentiments. We'd like to have a closer look at this, kindly share your details here: https://t.co/beaaDm0muc and we’ll contact you soon.^VH",Fri Nov 24 13:36:35 +0000 2017
109935,@AmazonHelp y u guys cancelled my order 407-0880525-1284313 without any intimation.,Thu Nov 23 16:13:40 +0000 2017,109934,"@140402 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^HS",Thu Nov 23 16:42:36 +0000 2017
109937,@115850 have a really bad service in srinagar 😩 its been a month since i have placed a return/refund option for the product I bought on amazon and no one has really responded as of yet 😏,Thu Nov 23 19:40:03 +0000 2017,109936,@140403 I'm sorry to hear about the issue regarding your order's return. Please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM,Thu Nov 23 20:01:00 +0000 2017
109939,@AmazonHelp You see I needed the product ordered to that address next day as I was leaving the day after for two weeks,Thu Nov 23 19:55:57 +0000 2017,109938,@140404 I'm sorry for the frustration! Have you received the item? ^AC,Thu Nov 23 19:59:00 +0000 2017
109942,@115821 @AmazonHelp was promised next day delivery and it has been changed to later,Fri Nov 10 23:45:06 +0000 2017,109940,@140404 Hey Hannah! I'm sorry for the frustration. We'd like to help if we can! Did you receive any e-mails providing insight on the delivery date change? ^AJ,Fri Nov 10 23:53:24 +0000 2017
109946,@AmazonHelp Amazon people have touched my account without my permission. You guys have rights to peep into customer’s account. Shame,Thu Nov 23 19:42:48 +0000 2017,109944,@125706 Apologies. Request you to please reply to the email correspondence sent by our team and we'll look into this. ^MK,Thu Nov 23 19:58:33 +0000 2017
109948,@AmazonHelp This is really serious and i am ashamed of trusting amazon,Wed Nov 22 23:22:03 +0000 2017,109947,@125706 I get your disappointment. We have received your details and are working on your concern. We will get back to you with an update soon. ^SD,Wed Nov 22 23:41:00 +0000 2017
109950,@AmazonHelp done,Wed Nov 22 21:55:53 +0000 2017,109949,"@125706 Thank you for confirming. If you've shared your details through the secured link provided earlier, we'll work on it and get back to you at the earliest with a correspondence. Appreciate your understanding. ^SM",Wed Nov 22 22:06:00 +0000 2017
109952,@AmazonHelp what do you mean by 2-day shipping? customer care executive is saying that 2-day shipping means we can ship anytime and 2 days are counted after shipping. why is he fooling ?,Wed Nov 22 21:34:50 +0000 2017,109951,"@125706 I'm so sorry to hear this, Arushi! We'd like to look into this with you in real time. Please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM",Wed Nov 22 21:50:00 +0000 2017
109954,.@AmazonHelp Genuinely just want to cancel my membership and never shop with you again at this point. None of my things come when they’re supposed to. What am I paying for?,Thu Nov 23 19:46:12 +0000 2017,109953,@140405 I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with? We'd like to help! ^ZW,Thu Nov 23 19:58:33 +0000 2017
109956,Hey @115850 @AmazonHelp either stop creeping me out with your ads everywhere or I'm uninstalling the app!,Thu Nov 23 19:28:53 +0000 2017,109955,"@140406 I understand your concern regarding the advertisements. Clearing your caches and cookies, should fix it. Do let us know if it still persists. ^AM",Thu Nov 23 19:57:32 +0000 2017
109958,"Finally got round to buying my own @6417 copy courtesy of @116316; essential reading but, ironically, having previously borrowed this from libraries, I seem to have purchased a library copy. Any ideas what the evaluation toolkit library is? https://t.co/gqoH8sdEXu",Thu Nov 23 19:26:44 +0000 2017,109957,@140407 Did you buy this book second-hand on our plattform? My colleagues are happy to assist you: https://t.co/5RHhEVutwe ^BB,Thu Nov 23 19:56:57 +0000 2017
109961,À force de recevoir 1 commande sur 2 en retard je vais bientôt dire au revoir à @120533 et dire bonjour à @131800 payer un abonnement 50€ pour avoir autant que si je ne le payais pas j’appelle ça du vole.,Thu Nov 23 19:38:22 +0000 2017,109959,@140401 Vraiment désolé d'apprendre cela. L'une de vos commandes en cours subit un retard ? ^KD,Thu Nov 23 19:56:00 +0000 2017
109960,@AmazonHelp Oui commande passé le 19/11 livraison le 22/11 repoussé au 23/11 et maintenant estimée entre le 23 et le 27/11.,Thu Nov 23 20:00:31 +0000 2017,109962,@140401 N'hésitez pas à signaler cela à notre SAV https://t.co/qzuu0dgDXz afin de faire remonter l'incident. ^MH,Thu Nov 23 20:15:00 +0000 2017
109963,@AmazonHelp Je pense vraiment à refuser et r’envoyer toutes les futures commandes livrée par @120534 c’est un transporteur totalement inefficace.,Thu Nov 23 20:18:57 +0000 2017,109964,"@140401 Si vous avez un souci récurrent avec un transporteur précis, il suffit de le signaler à notre service client qui se chargera de le remonter au département concerné. ^ASZ",Thu Nov 23 20:30:08 +0000 2017
109966,"Think twice before give them your credit card and shopping @115821 you'll risk having your account hacked, their customer service, which happens to be in the Philippine is incompetent and unhelpful. You're left waiting &amp; when you get someone they don't understand anything you say",Thu Nov 23 19:17:09 +0000 2017,109965,"@140408 
I am so sorry for the trouble, Bianca. We are here to help! Have you received an email from our account specialist? ^SC",Thu Nov 23 19:55:00 +0000 2017
109969,@AmazonHelp your CS desk haven’t got a clue. 5 phone calls to point out the dvd Box is damaged (as your courier chucked it over the fence). I just want a replacement but they want to charge me more money. How difficult is it to sort?,Thu Nov 23 19:43:40 +0000 2017,109967,"@140409 I'm so sorry to hear about the trouble you've been having! This certainly isn't what we strive for. When you contacted us previously, what information/options were given to you? ^HC",Thu Nov 23 19:54:37 +0000 2017
109968,"@AmazonHelp From I could barely understand they *might* send a replacement but I need to pay postage then claim it back - really? How that is helping me I don’t know. I’m really done filling in forms, phoning and your awful deliveries - stop throwing over the fence!",Thu Nov 23 20:55:45 +0000 2017,109970,"@140409 I'm sorry for the frustration! To clarify, was your product fulfilled by a third-party seller or us? ^AR",Thu Nov 23 21:03:00 +0000 2017
109971,@AmazonHelp Amazon,Thu Nov 23 22:48:59 +0000 2017,109972,@140409 Thanks for the information! Have you had the chance to set up a safe place for your deliveries? You can learn more by visiting us here: https://t.co/WU6vGBZGLr ^TK,Thu Nov 23 23:00:07 +0000 2017
109975,@115821 Help me get some turkey and pumpkin pie,Thu Nov 23 19:39:08 +0000 2017,109974,@140410 Welcome back! You may check your availability for Amazon Fresh here: https://t.co/1c1S5dYWCL Prime Now eligibility can be looked into here: https://t.co/jWau73Sig3 ^SJ,Thu Nov 23 19:53:46 +0000 2017
109978,"Grandes descuentos en sonajas, paquetes antivirus y cañas de pescar. Gracias @115821! #BlackFridayDeals",Thu Nov 23 19:47:31 +0000 2017,109977,@140411 ¡Hola Toño! Nos alegra que estés disfrutando de nuestras ofertas de Black Friday. Permanece atento a nuestro sitio web para que sigas al tanto de todas nuestras promociones y novedades 😄👌 ^MZ,Thu Nov 23 19:53:46 +0000 2017
109980,@AmazonHelp Il c’est perdu ou pas ? https://t.co/Z50YYKFA1W,Thu Nov 23 19:33:21 +0000 2017,109979,"@140412 L'accès aux détails de votre compte client étant impossible depuis Twitter, notre service client sera en mesure d'effectuer les vérifications requises dans ce sens ^KD",Thu Nov 23 19:53:35 +0000 2017
109982,@AmazonHelp Amazon Logistics https://t.co/M5ZXkLjRbI,Wed Nov 22 19:10:07 +0000 2017,109981,@140412 Merci de vous rapprocher de notre service client via https://t.co/hgIrz98cdI Ce dernier effectuera les vérifications nécessaires concernant cette livraison ^KD,Wed Nov 22 19:21:00 +0000 2017
109984,@120533 On fait quoi maintenant ? ... https://t.co/DPqlL3IehO,Wed Nov 22 19:04:17 +0000 2017,109983,"@140412 Bonsoir, je suis désolée d'apprendre que vous n'avez pas reçu votre colis. Quel est le transporteur qui prend en charge votre livraison je vous prie? ^BR",Wed Nov 22 19:08:28 +0000 2017
109986,La compra de última hora de Buen Fin en @116875 ...no pude resistir... https://t.co/crSWwk3XDO,Thu Nov 23 19:44:38 +0000 2017,109985,"@140413 Woow😱, alguien no va a salir de casa este fin de semana🤓⚡️. Te enviamos palomitas para que las disfrutes aún más. ^MB https://t.co/0FnJfS1z0W",Thu Nov 23 19:52:41 +0000 2017
109989,"hey @119625 when are you Pals gonna upload telugu film ""Raja the Great "" , its been 38 days It got released !!!",Thu Nov 23 19:41:06 +0000 2017,109987,"@140414 It's already available, Jithendra. Please check https://t.co/FYM9PIZOR8 ^KA",Thu Nov 23 19:52:35 +0000 2017
108143,@117804 Comprei ;),Thu Nov 23 19:46:37 +0000 2017,109990,"@140415 Nay, ótimo! você vai ficar namorada do Kindle! 😍 ^AG",Thu Nov 23 19:52:07 +0000 2017
109992,@AmazonHelp @116316 Wird das samsung galaxy s8 noch mehr reduziert sein als es so schon im shop ist zu cybermonday?,Thu Nov 23 19:34:34 +0000 2017,109991,@140416 Das wird nur die Zukunft zeigen. Unsere Angebote findest du immer hier: https://t.co/lMeIVfdEkT ^AN,Thu Nov 23 19:52:00 +0000 2017
109994,@117804 A versão Voyage não terá nenhum desconto? 😟,Thu Nov 23 19:50:16 +0000 2017,109993,"@140417 Olá, Luiz. No momento não temos essas informações, mas saiba que as nossas promoções serão anunciadas diretamente no site oficial e redes sociais. Fique de olho! 👀 ^CR",Thu Nov 23 19:52:00 +0000 2017
109998,@119625 Why is 'Hannibal' series is not available on Amazon Prime India?😣 While it is already there on Amazon Prime US 🙄,Thu Nov 23 19:43:36 +0000 2017,109997,"@140418 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available, Stay tuned. ^MK",Thu Nov 23 19:51:00 +0000 2017
110000,"@115830 @AmazonHelp Hi, I changed my Prime membership to monthly pay but you still took the £79 yearly fee out, how do I get that refunded either fully or minus the £7.99 monthly fee???",Thu Nov 23 19:46:35 +0000 2017,109999,@140419 We're sorry about that. If you could reach out to us via phone or chat here: https://t.co/JzP7hlA23B we can assist you going forward. ^TE,Thu Nov 23 19:50:30 +0000 2017
110002,só você pode resolver meu dilema @117086,Thu Nov 23 19:44:34 +0000 2017,110001,"@140420 Olá, Rody! Ainda bem os dispositivos Kindle entraram nas promoções da Black Friday! :D Você pode conferir os preços aqui: https://t.co/JbaJQQz5xV ^CR",Thu Nov 23 19:50:30 +0000 2017
110006,@116928 He pagado el plus por entrega en 1 dia y me deberia haber llegado el paquete hoy. Pero ahora me decis que no llegara hoy. Me vais a devolver lo que pague por entrega en 1 día?,Thu Nov 23 19:41:00 +0000 2017,110004,"@140421 Lamento mucho por lo sucedido en tu caso. Nos podrías informar por favor, ¿ya entraste en contacto con la transportadora para verificar el proceso de envío de tu paquete? ^CJ",Thu Nov 23 19:49:55 +0000 2017
110005,@AmazonHelp Se lo he explicado por MD,Thu Nov 23 20:04:18 +0000 2017,110007,@140421 Comprendo. ¿Y el artículo es vendido por Amazon o por un vendedor tercero? ^DB,Thu Nov 23 20:14:33 +0000 2017
110008,@AmazonHelp https://t.co/bVq27cUhpy ese es el articulo,Thu Nov 23 20:31:46 +0000 2017,110009,"@140421 Gracias por la información. Te comento, por este medio no tenemos acceso a tu cuenta y ya que el artículo es vendido por Amazon, te recomiendo ponerte en contacto directo con Soporte al Cliente para que puedan tomar acciones sobre el pedido. https://t.co/OjvUxwnzPe

^DB",Thu Nov 23 20:36:35 +0000 2017
110012,"@AmazonHelp Hi, was soll das denn? Ungewünschte Werbung, und sogar per Post (zu meiner Mutter geschickt 😬). Lieber nicht mehr. https://t.co/dcMOGoRaYh",Thu Nov 23 19:35:25 +0000 2017,110010,"@140422 Die Einstellungen können im Kundenkonto über die ""Kommunikationseinstellungen"" unter ""Mein Konto selbst abmelden"": https://t.co/hKWUmvb29l.   selbst geändert werden. ^BL",Thu Nov 23 19:48:54 +0000 2017
110015,"@115830 how's that ""one day delivery"" going? https://t.co/FvH7LCg2xe",Thu Nov 23 19:41:37 +0000 2017,110013,@140423 Some items may require additional processing time. Prime shipping refers to transit time once the item has shipped in business days. What was the expected delivery date that was give to you in your confirmation email? You can look here  https://t.co/aaDyEz1VgE ^DJ,Thu Nov 23 19:48:24 +0000 2017
110017,@115850 @AmazonHelp Want to urge you to enable Kannada fonts &amp; language and publishing of Kannada ebooks on all kindle versions !,Thu Nov 23 19:41:55 +0000 2017,110016,"@140424 I understand your concern, Avinash. I'll be sure to forward your feedback internally to the team concerned. ^MK",Thu Nov 23 19:48:00 +0000 2017
110019,"@AmazonHelp Bonsoir Amazon, petite question, j'ai Amazon Prime et je suis également utilisateur de Twitch, j'aimerais bien pouvoir profiter donc de Twitch Prime mais lorsque j'essaye de lier les deux je me retrouve à chaque fois sur cette page ? Any tips ? https://t.co/71xRVAuOTb",Thu Nov 23 19:31:41 +0000 2017,110018,"@140425 N'ayant pas accès à votre compte, je vous invite à joindre notre service client par téléphone (appel gratuit depuis un poste fixe), chat ou par mail depuis le lien suivant : https://t.co/qzuu0dgDXz ^ASZ",Thu Nov 23 19:47:31 +0000 2017
110021,@AmazonHelp Die 7. Staffel von „Vier Frauen und ein Todesfall“ wäre auch mehr als wünschenswert ...,Thu Nov 23 19:35:37 +0000 2017,110020,@140426 Wird auch gerne mit aufgenommen. :) ^SI,Thu Nov 23 19:47:31 +0000 2017
110023,"Liebes @115825-Team! Vermisse die 6. Staffel von ""Hubert und Staller"" auf eurer Plattform. Wann darf man damit rechnen (PRIME)? https://t.co/WasxAUyL24",Thu Nov 23 17:28:01 +0000 2017,110022,"@140426 Leider liegen uns keine Infos vor, wann die 6. Staffel in Prime verfügbar sein wird. Ich setze sie aber gerne auf unsere Wunschliste. ^BL",Thu Nov 23 17:37:26 +0000 2017
110025,still no joy @AmazonHelp,Thu Nov 23 19:41:25 +0000 2017,110024,@140427 Have you had a chance to pass your information along via the link ^NS provided (https://t.co/eVkjcqWm1W)? My team would like to look into this with you. ^BL,Thu Nov 23 19:46:27 +0000 2017
110027,@AmazonHelp @115833 @136314 not happy after purchasing the echo I found there is no way of setting parental controls on songs so my kids can hear  songs with explicit lyrics!? Please advise,Thu Nov 23 19:37:37 +0000 2017,110026,"@140428 Our Echo team is always interested in hearing feedback about how we can improve our services. For more information on sharing feedback, please go here: https://t.co/pgIBgkoXZN ^MB",Thu Nov 23 19:44:30 +0000 2017
110029,"Versand mit Prime 5 Tage, wofür bezahle ich noch gleich für ein Primeabo? @116316",Thu Nov 23 19:34:52 +0000 2017,110028,"@140429 Gerne kannst du die Kollegen vom Kundenservice überprüfen lassen, ob es sich hier vielleicht um eine Langstrecke handelt: https://t.co/ohyvGrpvrY ^SI",Thu Nov 23 19:44:29 +0000 2017
110031,@116316 Wird das samsung galaxy s8 noch mehr reduziert sein als es so schon im shop ist zu cybermonday?,Thu Nov 23 19:33:24 +0000 2017,110030,"@140416 Wäre das schön, wenn wir diese Info hätten 😁 Leider liegt uns diese Info nicht. vor. ^BL",Thu Nov 23 19:43:57 +0000 2017
111718,@AmazonHelp muito obrigada!!!!! vou comprar agora.,Thu Nov 23 20:37:53 +0000 2017,111717,"@140819 Imagina Mariana, estamos para ajudar. 😉 ^NB",Thu Nov 23 20:42:35 +0000 2017
111720,"@117086 boa noite, vocês poderiam confirmar se esse livro realmente está sob encomenda? https://t.co/06ILGttwma. (eu comprei o mesmo com status de ""sob encomenda"" e minha compra foi cancelada pq alegaram que a editora não enviaria mais. não queria passar por isso de novo. 😧)",Thu Nov 23 20:22:26 +0000 2017,111719,"@140819 Oi mariana. O livro esta sob encomenda sim. Você pode fazer a sua compra e quando estiver disponível, vamos lhe enviar o mesmo. ^JJ",Thu Nov 23 20:33:00 +0000 2017
111724,"@AmazonHelp just checked account online and says parcel delivered, handed to resident - no parcel here!!!",Thu Nov 23 20:31:15 +0000 2017,111721,@140820 Oh no! Please try the steps found here: https://t.co/1ci5VCVmay. Let us know how it goes. EZ,Thu Nov 23 20:40:00 +0000 2017
111722,@AmazonHelp  https://t.co/Q66MUqqUVd,Thu Nov 23 20:44:53 +0000 2017,111725,"@140820 Hi! Sometimes the parcel is hiding, here are several places to check: https://t.co/5QqibQmape Kim, let us know if you find it! ^DA",Thu Nov 23 21:04:37 +0000 2017
111726,@AmazonHelp Come on now...I’ve checked everywhere! It says it’s been handed to resident?! Where is it???,Thu Nov 23 21:07:22 +0000 2017,111727,"@140820 Sadly, due to account security, we don't have any additional information available via Twitter. Please contact our customer service by phone or chat here: https://t.co/JzP7hlA23B Let us know what they find. ^DA",Thu Nov 23 21:12:00 +0000 2017
111729,"@AmazonHelp Was supposed to get an email from a customer service agent today before 9pm and nothing! No item, no money and seriously annoyed! Customer service is shocking!!",Sat Nov 25 22:10:24 +0000 2017,111730,@140820 Please reach out to us here: https://t.co/JzP7hlA23B . We'd like to take a closer look at this. ^LJ,Sat Nov 25 22:30:04 +0000 2017
111731,@AmazonHelp Why are you asking me to email in to customer service? I’m already waiting on a response from them via email and they are now 90 mins late!!,Sat Nov 25 22:31:14 +0000 2017,111732,"@140820 For fastest assistance, please select phone or chat instead, as both are currently available. ^AM",Sat Nov 25 22:34:04 +0000 2017
111733,@AmazonHelp STILL NO RESPONSE FROM AMAZON! Disgusting customer service! Should be ashamed!! https://t.co/tlcWPmFjQy,Sun Nov 26 18:43:24 +0000 2017,111734,"@140820 I'm so sorry. As we are unable to view account or order info via Twitter, please give us another chance to look into this in real time. To do so, use the link previously provided by ^LJ and choose phone or chat for real-time assistance with available options. ^DO",Sun Nov 26 18:48:28 +0000 2017
111736,@AmazonHelp This really is a joke! Leave packaging feedback for an item that’s not been delivered??? https://t.co/kGRAtNbunu,Mon Nov 27 11:29:48 +0000 2017,111737,"@140820 Apologies for that Kim, it is just an automated email sent to you by our system. Have you contacted us again regarding your order?^MA",Mon Nov 27 11:33:30 +0000 2017
111738,@AmazonHelp I’ve emailed 4 times with no response and also made it clear that this was to escalated to complaint,Mon Nov 27 11:34:32 +0000 2017,111739,"@140820 Hey Kim, id recommend calling us or reaching out by chat here:  https://t.co/JzP7hlA23B ^RS",Mon Nov 27 11:41:00 +0000 2017
111742,"@116090 Hi, I'm in Toronto. If I'm ordering a snow blower, which carrier will it ship out with? https://t.co/P40IbHmeUM",Thu Nov 23 20:23:11 +0000 2017,111741,"@140821 Our orders are shipped through multiple carriers, and we're not able to tell which carrier an item will ship through until after an order is placed and is processed for shipment. I'm sorry for the inconvenience. ^GR",Thu Nov 23 20:38:55 +0000 2017
111745,@115830 parcels left in my communal recycling bin. How fantastically stupid is that?,Thu Nov 23 20:33:41 +0000 2017,111743,"@140822 I'm so sorry, Jamie! That's definitely not the experience we want you to have. Please reach out to us directly here: https://t.co/JzP7hlA23B

^LA",Thu Nov 23 20:38:27 +0000 2017
111744,@AmazonHelp I have already done so. Where is my response? In the bin also?,Thu Nov 23 20:41:05 +0000 2017,111746,"@140822 Did you send us an e-mail? If so, e-mail responses can take up to 12 hours. If you haven't already done so, you can set up your Unattended Delivery Preferences here: https://t.co/38L6JFZAup. ^EZ",Thu Nov 23 20:44:30 +0000 2017
